ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES	C_STRUCTURE	PATTERNS
1042	Duhumbi	day before yesterday	day before yesterday	dɔ-kʰɔ-ni	dɔ+kʰɔ+ni	d ɔ + kʰ ɔ + n i		298 297 300	298 297 300	!d !ɔ + kʰ !ɔ - + n !i	i n + i n + i n	298 297 300	daybeforeyesterday daybeforeyesterday daybeforeyesterday	c c + c c + c c	311-1/d 43-1/ɔ + 586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i
1043	Khoina	day before yesterday	day before yesterday	tʰ-kʰɔk-niː	tʰ+kʰɔk+niː	tʰ + kʰ ɔ k + n iː		298 297 300	298 297 299	!tʰ !- + kʰ !ɔ k + n !iː	i + i n c + i n	298 297 300	daybeforeyesterday daybeforeyesterday daybeforeyesterday	c + c c c + c c	311-1/d 43-1/ɔ + 586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i
1044	Jerigaon	day before yesterday	day before yesterday	to-kʰok-hi	to+kʰok+hi	t o + kʰ o k + h i		298 297 300	298 297 299	!t !o + kʰ !o k + !h/n !i	i n + i n c + i n	298 297 300	daybeforeyesterday daybeforeyesterday daybeforeyesterday	c c + c c c + c c	311-1/d 43-1/ɔ + 586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i
1045	Khoitam	day before yesterday	day before yesterday	kʰɔk-niː	kʰɔk+niː	kʰ ɔ k + n iː		297 300	297 301	kʰ !ɔ k + n !iː	i n c + i n	297 300	daybeforeyesterday daybeforeyesterday	c c c + c c	586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i
1046	Rahung	day before yesterday	day before yesterday	kʰɔk-nə-hɔ	kʰɔk+nə+hɔ	kʰ ɔ k + n ə + h ɔ		297 300 42	297 301 300	kʰ !ɔ k + n !ə + h ɔ	i n c + i n + i n	297 300 42	daybeforeyesterday daybeforeyesterday daybeforeyesterday	c c c + c c + c c	586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i + 0/n 0/n
1047	Rupa	day before yesterday	day before yesterday	do-kʰok-ni	do+kʰok+ni	d o + kʰ o k + n i		298 297 300	298 297 299	!d !o + kʰ !o k + n !i	i n + i n c + i n	298 297 300	daybeforeyesterday daybeforeyesterday daybeforeyesterday	c c + c c c + c c	311-1/d 43-1/ɔ + 586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i
1048	Shergaon	day before yesterday	day before yesterday	tʰo-kʰok-ni	tʰo+kʰok+ni	tʰ o + kʰ o k + n i		298 297 300	298 297 299	!tʰ !o + kʰ !o k + n !i	i n + i n c + i n	298 297 300	daybeforeyesterday daybeforeyesterday daybeforeyesterday	c c + c c c + c c	311-1/d 43-1/ɔ + 586-36/kʰ 771-1/ɔ 143-3/- + 715-37/n 758-1/i
1049	Khispi	deaf	deaf	bɛŋ-zar	bɛŋ+zar	b ɛ ŋ + z a r		302 304	302 304	b - ɛ ŋ + z a r	i n c + i n c	302 304	deaf deaf	c c c + c c c	768-2/b 693-14/j 49-3/ɛ 774-83/ŋ + 0/n 0/n 0/n
1050	Duhumbi	deaf	deaf	bjɛŋ-ka	bjɛŋ+ka	b j ɛ ŋ + k a		302 305	302 305	b j ɛ ŋ + k a	i m n c + i n	302 305	deaf deaf	c c c c + c c	768-2/b 693-14/j 49-3/ɛ 774-83/ŋ + 0/n 0/n
1053	Khoitam	deaf	deaf	(kʰɔm-)pʰaŋ	pʰaŋ	pʰ a ŋ		302	302	pʰ - a ŋ	i n c	302	deaf	c c c	768-2/b 693-14/j 49-3/ɛ 774-83/ŋ
1055	Rupa	deaf	deaf	bɛŋ-ŋɔ	bɛŋ+ŋɔ	b ɛ ŋ + ŋ ɔ		302 303	302 303	b - ɛ ŋ + ŋ ɔ	i n c + i n	302 303	deaf deaf	c c c + c c	768-2/b 693-14/j 49-3/ɛ 774-83/ŋ + 0/n 0/n
1059	Khoina	deep	deep	a-dʐyː	a+dʐyː	a + ɖʐ yː		307 306	307 306	- a + ɖʐ !yː	n + i n	56 306	u/a-prefix deep	c + c c	242-2/u 0/n + 751-2/g 737-1/Ø
1060	Jerigaon	deep	deep	a-ʥə-ryː	a+ʥə+ryː	a + dʑ ə + r yː		307 306 308	307 306 308	- a + dʑ !ə + r yː	n + i n + i n	56 306 381	u/a-prefix deep ?	c + c c + c c	242-2/u 0/n + 751-2/g 737-1/Ø + 28-18/d 451-23/u
1061	Khoitam	deep	deep	a-ʥə-ryː	a+ʥə+ryː	a + dʑ ə + r yː		307 306 308	307 306 308	- a + dʑ !ə + r yː	n + i n + i n	56 306 381	u/a-prefix deep ?	c + c c + c c	242-2/u 0/n + 751-2/g 737-1/Ø + 28-18/d 451-23/u
1062	Rahung	deep	deep	ʥə-ryː	ʥə+ryː	dʑ ə + r yː		306 308	306 309	dʑ !ə + r yː	i n + i n	306 381	deep ?	c c + c c	751-2/g 737-1/Ø + 28-18/d 451-23/u
1063	Rupa	deep	deep	a-gyː	a+gyː	a + g yː		307 306	307 306	- a + g !yː	n + i n	56 306	u/a-prefix deep	c + c c	242-2/u 0/n + 751-2/g 737-1/Ø
1064	Shergaon	deep	deep	a-giː	a+giː	a + g iː		307 306	307 306	- a + g !iː	n + i n	56 306	u/a-prefix deep	c + c c	242-2/u 0/n + 751-2/g 737-1/Ø
1065	Khispi	deer, barking	deer, barking	(ʥaŋ-)ɕi-ki	ɕi+ki	ɕ i + k i		310 311	310 311	ɕ !- !i + k i	i n + i n	310 311	deerbarking deerbarking	c c + c c	124-31/ɕ 752-1/- 488-1/i + 691-69/k 13-14/i
1066	Duhumbi	deer, barking	deer, barking	(ʥaŋ-)ɕi-ki	ɕi+ki	ɕ i + k i		310 311	310 311	ɕ !- !i + k i	i n + i n	310 311	deerbarking deerbarking	c c + c c	124-31/ɕ 752-1/- 488-1/i + 691-69/k 13-14/i
1067	Khoina	deer, barking	deer, barking	ʂ-tʂʰiː	ʂ+tʂʰiː	ʂ + ʈʂʰ iː		310 311	310 311	ʂ !- !- + !ʈʂʰ/k iː	i + i n	310 311	deerbarking deerbarking	c + c c	124-31/ɕ 752-1/- 488-1/i + 691-69/k 13-14/i
1068	Jerigaon	deer, barking	deer, barking	siː	siː	s iː		310	310	s !- !iː	i n	310	deerbarking	c c	124-31/ɕ 752-1/- 488-1/i
1069	Khoitam	deer, barking	deer, barking	sə-kiː ~ s-kiː	sə+kiː	s ə + k iː		310 311	310 311	s !- !ə + k iː	i n + i n	310 311	deerbarking deerbarking	c c + c c	124-31/ɕ 752-1/- 488-1/i + 691-69/k 13-14/i
1070	Rahung	deer, barking	deer, barking	s-kiː ~ sə-kiː ~ sə-kʰiː	s+kiː	s + k iː		310 311	310 311	s !- !- + k iː	i + i n	310 311	deerbarking deerbarking	c + c c	124-31/ɕ 752-1/- 488-1/i + 691-69/k 13-14/i
1071	Rupa	deer, barking	deer, barking	skiː  ~ sə-kiː	skiː	s k iː		310	310	s !k !iː	i m n	310	deerbarking	c c c	124-31/ɕ 752-1/- 488-1/i
1072	Shergaon	deer, barking	deer, barking	sə-kiː	sə+kiː	s ə + k iː		310 311	310 311	s !- !ə + k iː	i n + i n	310 311	deerbarking deerbarking	c c + c c	124-31/ɕ 752-1/- 488-1/i + 691-69/k 13-14/i
1073	Khispi	deer, sambar	deer, sambar	ɕa-ʥuŋ	ɕa+ʥuŋ	ɕ a + dʑ u ŋ		312 313	312 313	ɕ a + dʑ u ŋ	i n + i n c	312 313	sa-prefix6 deersambar	c c + c c c	186-2/d 275-2/a + 657-2/Ø 50-29/u 686-2/ŋ
1075	Khoina	deer, sambar	deer, sambar	sy-ʣyk	sy+ʣyk	s y + dz y k		312 313	312 313	s y + dz y k	i n + i n c	312 313	sa-prefix6 deersambar	c c + c c c	186-2/d 275-2/a + 657-2/Ø 50-29/u 686-2/ŋ
1077	Khoitam	deer, sambar	deer, sambar	ʥə-zyk	ʥə+zyk	dʑ ə + z y k		312 313	312 313	dʑ ə + z y k	i n + i n c	312 313	sa-prefix6 deersambar	c c + c c c	186-2/d 275-2/a + 657-2/Ø 50-29/u 686-2/ŋ
1079	Rupa	deer, sambar	deer, sambar	zyk	zyk	z y k		313	312	z y k	i n c	313	deersambar	c c c	657-2/Ø 50-29/u 686-2/ŋ
1082	Duhumbi	defeat (vi)	defeat (vi)	pʰam	pʰam	pʰ a m		314	314	pʰ a m	i n c	314	defeatvi	c c c	467-23/pʰ 283-8/a 295-15/m
1085	Khoitam	defeat (vi)	defeat (vi)	pʰũː(ŋ)	pʰũː	pʰ ũː		314	314	pʰ ũː -	i n	314	defeatvi	c c	467-23/pʰ 283-8/a 295-15/m
1086	Rahung	defeat (vi)	defeat (vi)	pʰũː(ŋ)	pʰũː	pʰ ũː		314	314	pʰ ũː -	i n	314	defeatvi	c c	467-23/pʰ 283-8/a 295-15/m
1089	Khispi	deity, ghost	deity, ghost	la ~ ɬa	la	l a		315	315	l a	i n	315	deityghost	c c	712-2/l 105-3/a
1090	Duhumbi	deity, ghost	deity, ghost	la ~ ɬa	la	l a		315	315	l a	i n	315	deityghost	c c	712-2/l 105-3/a
1091	Khoina	deity, ghost	deity, ghost	mə-hɔː	mə+hɔː	m ə + h ɔː		316 315	316 317	m ə + h ɔː	i n + i n	316 315	deityghost deityghost	c c + c c	354-44/m 555-9/u + 712-2/l 105-3/a
1093	Khoitam	deity, ghost	deity, ghost	mə-lɔː	mə+lɔː	m ə + l ɔː		316 315	316 315	m ə + l ɔː	i n + i n	316 315	deityghost deityghost	c c + c c	354-44/m 555-9/u + 712-2/l 105-3/a
1094	Rahung	deity, ghost	deity, ghost	mə-loː	mə+loː	m ə + l oː		316 315	316 315	m ə + l oː	i n + i n	316 315	deityghost deityghost	c c + c c	354-44/m 555-9/u + 712-2/l 105-3/a
1095	Rupa	deity, ghost	deity, ghost	loː	loː	l oː		315	315	l oː	i n	315	deityghost	c c	712-2/l 105-3/a
1097	Khispi	descend	descend	ju	ju	j u		318	318	j u	i n	318	descend	c c	730-19/j 451-23/u
1098	Duhumbi	descend	descend	ju	ju	j u		318	318	j u	i n	318	descend	c c	730-19/j 451-23/u
1099	Khoina	descend	descend	jyː	jyː	j yː		318	318	j yː	i n	318	descend	c c	730-19/j 451-23/u
1101	Khoitam	descend	descend	jyː	jyː	j yː		318	318	j yː	i n	318	descend	c c	730-19/j 451-23/u
1102	Rahung	descend	descend	jyː	jyː	j yː		318	318	j yː	i n	318	descend	c c	730-19/j 451-23/u
1103	Rupa	descend	descend	jyː	jyː	j yː		318	318	j yː	i n	318	descend	c c	730-19/j 451-23/u
1105	Khispi	die	die	i	i	i		319	319	i	n	319	die	c	13-14/i
1106	Duhumbi	die	die	i	i	i		319	319	i	n	319	die	c	13-14/i
1107	Khoina	die	die	iː	iː	iː		319	319	iː	n	319	die	c	13-14/i
1108	Jerigaon	die	die	iː	iː	iː		319	319	iː	n	319	die	c	13-14/i
1109	Khoitam	die	die	iː	iː	iː		319	319	iː	n	319	die	c	13-14/i
1110	Rahung	die	die	iː	iː	iː		319	319	iː	n	319	die	c	13-14/i
1111	Rupa	die	die	iː	iː	iː		319	319	iː	n	319	die	c	13-14/i
1112	Shergaon	die	die	iː	iː	iː		319	319	iː	n	319	die	c	13-14/i
1113	Khispi	dig	dig	jɔk	jɔk	j ɔ k		320	320	j ɔ k	i n c	320	dig	c c c	730-19/j 287-20/ɔ 691-69/k
1114	Duhumbi	dig	dig	jɔk	jɔk	j ɔ k		320	320	j ɔ k	i n c	320	dig	c c c	730-19/j 287-20/ɔ 691-69/k
1116	Jerigaon	dig	dig	jɔk	jɔk	j ɔ k		320	320	j ɔ k	i n c	320	dig	c c c	730-19/j 287-20/ɔ 691-69/k
1118	Rahung	dig	dig	jɔk	jɔk	j ɔ k		320	320	j ɔ k	i n c	320	dig	c c c	730-19/j 287-20/ɔ 691-69/k
1119	Rupa	dig	dig	wɔk	wɔk	w ɔ k		320	320	!w/j ɔ k	i n c	320	dig	c c c	730-19/j 287-20/ɔ 691-69/k
1123	Khoina	dirty	dirty	a-ʐɛʔ	a+ʐɛʔ	a + ʐ ɛ ʔ		322 321	322 321	- a + ʐ ɛ ʔ	n + i n c	56 321	u/a-prefix dirty	c + c c c	242-2/u 0/n + 613-12/ʑ 450-5/ɛ 496-2/t
1124	Jerigaon	dirty	dirty	a-zɛʔ	a+zɛʔ	a + z ɛ ʔ		322 321	322 321	- a + z ɛ ʔ	n + i n c	56 321	u/a-prefix dirty	c + c c c	242-2/u 0/n + 613-12/ʑ 450-5/ɛ 496-2/t
1125	Khoitam	dirty	dirty	a-zɛʔ	a+zɛʔ	a + z ɛ ʔ		322 321	322 321	- a + z ɛ ʔ	n + i n c	56 321	u/a-prefix dirty	c + c c c	242-2/u 0/n + 613-12/ʑ 450-5/ɛ 496-2/t
1126	Rahung	dirty	dirty	a-zɛʔ	a+zɛʔ	a + z ɛ ʔ		322 321	322 321	- a + z ɛ ʔ	n + i n c	56 321	u/a-prefix dirty	c + c c c	242-2/u 0/n + 613-12/ʑ 450-5/ɛ 496-2/t
1127	Rupa	dirty	dirty	zat-mi	zat+mi	z a t + m i		321 323	321 323	z a t + m i	i n c + i n	321 323	dirty dirty	c c c + c c	613-12/ʑ 450-5/ɛ 496-2/t + 0/n 0/n
1128	Shergaon	dirty	dirty	zap-tɛŋ	zap+tɛŋ	z a p + t ɛ ŋ		321 321	321 321	z a p + z a p	i n c + i n c	321 321	dirty dirty	c c c + c c c	613-12/ʑ 450-5/ɛ 496-2/t + 0/n 0/n 0/n
1131	Khoina	disease	disease	(ku-)ruŋ	ruŋ	r u ŋ		324	324	r u ŋ	i n c	324	disease	c c c	510-2/ɹ 183-38/ɔ 774-83/ŋ
1132	Jerigaon	disease	disease	nuŋ	nuŋ	n u ŋ		324	324	n u ŋ	i n c	324	disease	c c c	510-2/ɹ 183-38/ɔ 774-83/ŋ
1133	Khoitam	disease	disease	nuŋ	nuŋ	n u ŋ		324	324	n u ŋ	i n c	324	disease	c c c	510-2/ɹ 183-38/ɔ 774-83/ŋ
1134	Rahung	disease	disease	nuŋ	nuŋ	n u ŋ		324	324	n u ŋ	i n c	324	disease	c c c	510-2/ɹ 183-38/ɔ 774-83/ŋ
1135	Rupa	disease	disease	nuŋ	nuŋ	n u ŋ		324	324	n u ŋ	i n c	324	disease	c c c	510-2/ɹ 183-38/ɔ 774-83/ŋ
1137	Khispi	do	do	li	li	l i		325	326	l i	i n	325	do	c c	230-9/l 436-1/e
1138	Duhumbi	do	do	le	le	l e		325	326	l e	i n	325	do	c c	230-9/l 436-1/e
1139	Khoina	do	do	ra	ra	r a		325	325	r a	i n	325	do	c c	230-9/l 436-1/e
1140	Jerigaon	do	do	ra ~ rɛ	ra	r a		325	325	r a	i n	325	do	c c	230-9/l 436-1/e
1141	Khoitam	do	do	rɛ	rɛ	r ɛ		325	325	r ɛ	i n	325	do	c c	230-9/l 436-1/e
1142	Rahung	do	do	ra ~ rɛ	ra	r a		325	325	r !a/ɛ	i n	325	do	c c	230-9/l 436-1/e
1143	Rupa	do	do	ra	ra	r a		325	325	r a	i n	325	do	c c	230-9/l 436-1/e
1144	Shergaon	do	do	ra	ra	r a		325	325	r a	i n	325	do	c c	230-9/l 436-1/e
1145	Khispi	dog	dog	wa-tʰi	wa+tʰi	w a + tʰ i		329 327	329 327	w a + tʰ i	i n + i n	423 327	? dog	c c + c c	373-7/w 633-69/a + 46-31/tʰ 217-8/i
1146	Duhumbi	dog	dog	wa-tʰi	wa+tʰi	w a + tʰ i		329 327	329 327	w a + tʰ i	i n + i n	423 327	? dog	c c + c c	373-7/w 633-69/a + 46-31/tʰ 217-8/i
1147	Khoina	dog	dog	bə-tʰaː	bə+tʰaː	b ə + tʰ aː		328 327	328 327	!b !ə + tʰ aː	i n + i n	219 327	pa-prefix1 dog	c c + c c	74-1/h 280-1/ɔː + 46-31/tʰ 217-8/i
1148	Jerigaon	dog	dog	pʰ-tʰɛː	pʰ+tʰɛː	pʰ + tʰ ɛː		328 327	328 327	!pʰ !- + tʰ ɛː	i + i n	219 327	pa-prefix1 dog	c + c c	74-1/h 280-1/ɔː + 46-31/tʰ 217-8/i
1149	Khoitam	dog	dog	pʰ-tʰɛː	pʰ+tʰɛː	pʰ + tʰ ɛː		328 327	328 327	!pʰ !- + tʰ ɛː	i + i n	219 327	pa-prefix1 dog	c + c c	74-1/h 280-1/ɔː + 46-31/tʰ 217-8/i
1150	Rahung	dog	dog	pʰ-tʰɛː	pʰ+tʰɛː	pʰ + tʰ ɛː		328 327	328 327	!pʰ !- + tʰ ɛː	i + i n	219 327	pa-prefix1 dog	c + c c	74-1/h 280-1/ɔː + 46-31/tʰ 217-8/i
1151	Rupa	dog	dog	bə-tʰaː	bə+tʰaː	b ə + tʰ aː		328 327	328 327	!b !ə + tʰ aː	i n + i n	219 327	pa-prefix1 dog	c c + c c	74-1/h 280-1/ɔː + 46-31/tʰ 217-8/i
1152	Shergaon	dog	dog	pʰ-tʰaː	pʰ+tʰaː	pʰ + tʰ aː		328 327	328 327	!pʰ !- + tʰ aː	i + i n	219 327	pa-prefix1 dog	c + c c	74-1/h 280-1/ɔː + 46-31/tʰ 217-8/i
1155	Khoina	dog, wild	dog, wild	(də-)ʦʰɔ̃ː	ʦʰɔ̃ː	tsʰ ɔ̃ː		330	330	!tsʰ ɔ̃ː -	i n	330	dogwild	c c	72-1/Ø 710-2/Ø 231-16/-
1156	Jerigaon	dog, wild	dog, wild	sɔː	sɔː	s ɔː		330	330	!s ɔː -	i n	330	dogwild	c c	72-1/Ø 710-2/Ø 231-16/-
1158	Rahung	dog, wild	dog, wild	ʦə-sɔm	ʦə+sɔm	ts ə + s ɔ m		330 330	330 330	!!ts ə - + ts ə -	i n + i n c	330 330	dogwild dogwild	c c + c c c	72-1/Ø 710-2/Ø 231-16/- + 0/n 0/n 0/n
1159	Rupa	dog, wild	dog, wild	saw	saw	s a w		330	330	!s a w	i n c	330	dogwild	c c c	72-1/Ø 710-2/Ø 231-16/-
1160	Shergaon	dog, wild	dog, wild	saw	saw	s a w		330	330	!s a w	i n c	330	dogwild	c c c	72-1/Ø 710-2/Ø 231-16/-
1161	Khispi	door	door	ku	ku	k u		331	331	k u -	i n	331	door	c c	691-69/k 79-2/ɔː 231-16/-
1162	Duhumbi	door	door	kɔː	kɔː	k ɔː		331	331	k ɔː -	i n	331	door	c c	691-69/k 79-2/ɔː 231-16/-
1163	Khoina	door	door	kɔː	kɔː	k ɔː		331	331	k ɔː -	i n	331	door	c c	691-69/k 79-2/ɔː 231-16/-
1164	Jerigaon	door	door	kɔː	kɔː	k ɔː		331	331	k ɔː -	i n	331	door	c c	691-69/k 79-2/ɔː 231-16/-
1165	Khoitam	door	door	kɔː	kɔː	k ɔː		331	331	k ɔː -	i n	331	door	c c	691-69/k 79-2/ɔː 231-16/-
1166	Rahung	door	door	koː	koː	k oː		331	331	k oː -	i n	331	door	c c	691-69/k 79-2/ɔː 231-16/-
1167	Rupa	door	door	kaw	kaw	k a w		331	331	k a w	i n c	331	door	c c c	691-69/k 79-2/ɔː 231-16/-
1168	Shergaon	door	door	kaw	kaw	k a w		331	331	k a w	i n c	331	door	c c c	691-69/k 79-2/ɔː 231-16/-
1169	Khispi	down	down	be ~ bja	be	b e		332	332	b !e	i n	332	down	c c	694-32/b 126-1/e
1170	Duhumbi	down	down	be	be	b e		332	332	b !e	i n	332	down	c c	694-32/b 126-1/e
1171	Khoina	down	down	buː(-rɔ)	buː	b uː		332	332	b !uː	i n	332	down	c c	694-32/b 126-1/e
1172	Jerigaon	down	down	buː(-tɛn)	buː	b uː		332	332	b !uː	i n	332	down	c c	694-32/b 126-1/e
1173	Khoitam	down	down	buː(-lɔ)	buː	b uː		332	332	b !uː	i n	332	down	c c	694-32/b 126-1/e
1175	Rupa	down	down	buː(-tɔ)	buː	b uː		332	332	b !uː	i n	332	down	c c	694-32/b 126-1/e
1176	Shergaon	down	down	buː(-tɔ)	buː	b uː		332	332	b !uː	i n	332	down	c c	694-32/b 126-1/e
1177	Khispi	down (visible)	down (visible)	kʰaj ~ kʰja	kʰaj	kʰ a j		333	333	kʰ !- a j	i n c	333	downvisible	c c c	586-36/kʰ 265-1/- 590-2/e 404-3/-
1178	Duhumbi	down (visible)	down (visible)	kʰe ~ kʰja	kʰe	kʰ e		333	333	kʰ !- e -	i n	333	downvisible	c c	586-36/kʰ 265-1/- 590-2/e 404-3/-
1181	Khoitam	down (visible)	down (visible)	kʰwa(-ʥi)	kʰwa	kʰ w a		333	333	kʰ !w a -	i m n	333	downvisible	c c c	586-36/kʰ 265-1/- 590-2/e 404-3/-
1182	Rahung	down (visible)	down (visible)	kʰa	kʰa	kʰ a		333	333	kʰ !- a -	i n	333	downvisible	c c	586-36/kʰ 265-1/- 590-2/e 404-3/-
1187	Khoina	dragon, thunder, lightning	dragon, thunder, lightning	nə-ʦʰaː	nə+ʦʰaː	n ə + tsʰ aː		335 334	335 334	n ə !- + tsʰ aː	i n + i n	335 334	sky-prefix3 thunder	c c + c c	715-37/n 590-2/e 130-1/Ø + 308-13/tɕʰ 614-3/ɔ
1190	Rahung	dragon, thunder, lightning	dragon, thunder, lightning	nam-ʨʰə-rɛː	nam+ʨʰə+rɛː	n a m + tɕʰ ə + r ɛː		335 334 336	335 334 336	n a !m + tɕʰ ə + r ɛː	i n c + i n + i n	335 334 336	sky-prefix3 thunder dragonthunderlightning	c c c + c c + c c	715-37/n 590-2/e 130-1/Ø + 308-13/tɕʰ 614-3/ɔ + 0/n 0/n
1193	Khispi	dream (n)	dream (n)	bɛŋ(-kʰan)	bɛŋ	b ɛ ŋ		337	337	b - ɛ !ŋ	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1194	Duhumbi	dream (n)	dream (n)	bjɛŋ(-kʰan)	bjɛŋ	b j ɛ ŋ		337	337	b j ɛ !ŋ	i m n c	337	dreamn	c c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1195	Khoina	dream (n)	dream (n)	bɛn	bɛn	b ɛ n		337	337	b - ɛ !n	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1196	Jerigaon	dream (n)	dream (n)	bɛn	bɛn	b ɛ n		337	337	b - ɛ !n	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1197	Khoitam	dream (n)	dream (n)	ban	ban	b a n		337	337	b - a !n	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1198	Rahung	dream (n)	dream (n)	ban ~ bɛn	ban	b a n		337	337	b - a !n	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1199	Rupa	dream (n)	dream (n)	ban	ban	b a n		337	337	b - a !n	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1200	Shergaon	dream (n)	dream (n)	ban	ban	b a n		337	337	b - a !n	i n c	337	dreamn	c c c	694-32/b 693-14/j 503-4/ɛ 201-1/ŋ
1201	Khispi	drink	drink	ɲiŋ ~ ɲuŋ	ɲiŋ	ɲ i ŋ		338	338	!ɲ i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1202	Duhumbi	drink	drink	ɲiŋ ~ ɲuŋ	ɲiŋ	ɲ i ŋ		338	338	!ɲ i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1203	Khoina	drink	drink	lyŋ	lyŋ	l y ŋ		338	338	!l !y/i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1204	Jerigaon	drink	drink	liŋ	liŋ	l i ŋ		338	338	!l i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1205	Khoitam	drink	drink	liŋ	liŋ	l i ŋ		338	338	!l i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1206	Rahung	drink	drink	liŋ	liŋ	l i ŋ		338	338	!l i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1207	Rupa	drink	drink	liŋ	liŋ	l i ŋ		338	338	!l i ŋ	i n c	338	drink	c c c	5-1/ɲ 649-32/i 774-83/ŋ
1208	Shergaon	drink	drink	iŋ	iŋ	i ŋ		338	338	!- i ŋ	n c	338	drink	c c	5-1/ɲ 649-32/i 774-83/ŋ
1209	Khispi	dry (adj.)	dry (adj.)	wal ~ ɔ-wal	wal	w a l		342	342	w a !l	i n c	342	dryadj	c c c	373-7/w 579-2/a 372-1/-
1210	Duhumbi	dry (adj.)	dry (adj.)	wa-aɹ	wa+aɹ	w a + a ɹ		342 339	342 339	w a !- + a ɹ	i n + n c	342 339	dryadj dry	c c + c c	373-7/w 579-2/a 372-1/- + 668-11/a 304-10/ɹ
1211	Khoina	dry (adj.)	dry (adj.)	ɔ-ɐ̃ː	ɔ+ɐ̃ː	ɔ + ɐ̃ː		342 339	340 339	- ɔ !- + ɐ̃ː -	n + n	342 339	dryadj dry	c + c	373-7/w 579-2/a 372-1/- + 668-11/a 304-10/ɹ
1212	Jerigaon	dry (adj.)	dry (adj.)	yk-ɐ̃ː	yk+ɐ̃ː	y k + ɐ̃ː		341 339	341 339	y k + ɐ̃ː -	n c + n	341 339	dryadj dry	c c + c	50-29/u 691-69/k + 668-11/a 304-10/ɹ
1213	Khoitam	dry (adj.)	dry (adj.)	yk-ɔ̃ː	yk+ɔ̃ː	y k + ɔ̃ː		341 339	341 339	y k + ɔ̃ː -	n c + n	341 339	dryadj dry	c c + c	50-29/u 691-69/k + 668-11/a 304-10/ɹ
1214	Rahung	dry (adj.)	dry (adj.)	ɔ-ɔ̃ː	ɔ+ɔ̃ː	ɔ + ɔ̃ː		342 339	340 339	- ɔ !- + ɔ̃ː -	n + n	342 339	dryadj dry	c + c	373-7/w 579-2/a 372-1/- + 668-11/a 304-10/ɹ
1215	Rupa	dry (adj.)	dry (adj.)	ɔ-ɔ̃ː	ɔ+ɔ̃ː	ɔ + ɔ̃ː		342 339	340 339	- ɔ !- + ɔ̃ː -	n + n	342 339	dryadj dry	c + c	373-7/w 579-2/a 372-1/- + 668-11/a 304-10/ɹ
1216	Shergaon	dry (adj.)	dry (adj.)	ɔ-ɔ̃ː	ɔ+ɔ̃ː	ɔ + ɔ̃ː		342 339	340 339	- ɔ !- + ɔ̃ː -	n + n	342 339	dryadj dry	c + c	373-7/w 579-2/a 372-1/- + 668-11/a 304-10/ɹ
1217	Khispi	dry, dry up (v.i.)	dry, dry up (v.i.)	al	al	a l		344	344	a l	n c	339	dry	c c	668-11/a 304-10/ɹ
1218	Duhumbi	dry, dry up (v.i.)	dry, dry up (v.i.)	aɹ	aɹ	a ɹ		344	344	a ɹ	n c	339	dry	c c	668-11/a 304-10/ɹ
1220	Jerigaon	dry, dry up (v.i.)	dry, dry up (v.i.)	ɐ̃ː	ɐ̃ː	ɐ̃ː		344	343	ɐ̃ː -	n	339	dry	c	668-11/a 304-10/ɹ
1223	Rupa	dry, dry up (v.i.)	dry, dry up (v.i.)	ɔ̃ː	ɔ̃ː	ɔ̃ː		344	343	ɔ̃ː -	n	339	dry	c	668-11/a 304-10/ɹ
1225	Khispi	dual	dual	-ziŋ	+ziŋ	z i ŋ		345	345	z i ŋ	i n c	345	dual	c c c	445-4/z 649-32/i 516-2/ŋ
1226	Duhumbi	dual	dual	-ziŋ	+ziŋ	z i ŋ		345	345	z i ŋ	i n c	345	dual	c c c	445-4/z 649-32/i 516-2/ŋ
